"","age","job","education","month","day_of_week","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"267",48,"admin.","university.degree","may","tue",159,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"268",47,"technician","professional.course","may","tue",170,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"269",40,"admin.","high.school","may","tue",243,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"270",48,"unemployed","basic.4y","may","tue",112,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"271",54,"housemaid","basic.4y","may","tue",262,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"272",40,"blue-collar","basic.6y","may","tue",53,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"273",42,"technician","high.school","may","tue",204,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"274",52,"self-employed","university.degree","may","tue",678,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"275",31,"blue-collar","basic.9y","may","tue",182,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"276",32,"services","high.school","may","tue",162,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"277",44,"admin.","high.school","may","tue",177,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"278",52,"admin.","basic.4y","may","tue",358,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"279",42,"management","university.degree","may","tue",1677,1,999,0,1.1,93.994,-36.4,4.857,5191,"yes"
"280",43,"management","professional.course","may","tue",310,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"281",31,"admin.","high.school","may","tue",47,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"282",57,"blue-collar","basic.4y","may","tue",30,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"283",57,"retired","university.degree","may","tue",116,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"284",38,"services","high.school","may","tue",169,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"285",42,"retired","basic.4y","may","tue",145,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"286",35,"technician","professional.course","may","tue",278,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"287",34,"technician","university.degree","may","tue",226,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"288",41,"services","basic.9y","may","tue",157,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"289",38,"technician","professional.course","may","tue",349,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"290",53,"admin.","professional.course","may","tue",233,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"291",33,"admin.","basic.9y","may","tue",198,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"292",45,"entrepreneur","university.degree","may","tue",82,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"293",40,"technician","university.degree","may","tue",198,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"294",33,"technician","university.degree","may","tue",120,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"295",48,"blue-collar","basic.4y","may","tue",128,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"296",43,"entrepreneur","high.school","may","tue",166,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"297",37,"management","university.degree","may","tue",211,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"298",50,"services","basic.9y","may","tue",369,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"299",59,"entrepreneur","high.school","may","tue",91,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"300",52,"blue-collar","basic.4y","may","tue",371,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"301",38,"blue-collar","basic.9y","may","tue",310,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"302",39,"blue-collar","basic.6y","may","tue",158,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"303",39,"blue-collar","basic.6y","may","tue",198,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"304",38,"admin.","high.school","may","tue",145,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"305",30,"services","high.school","may","tue",102,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"306",38,"admin.","high.school","may","tue",179,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"307",39,"technician","university.degree","may","tue",73,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"308",44,"admin.","high.school","may","tue",263,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"309",36,"admin.","high.school","may","tue",342,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"310",41,"blue-collar","basic.6y","may","tue",13,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"311",35,"blue-collar","basic.9y","may","tue",79,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"312",41,"technician","high.school","may","tue",358,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"313",35,"admin.","high.school","may","tue",150,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"314",33,"self-employed","university.degree","may","tue",792,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"315",32,"entrepreneur","university.degree","may","tue",242,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"316",30,"self-employed","high.school","may","tue",123,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"317",43,"admin.","professional.course","may","tue",161,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"318",46,"admin.","university.degree","may","tue",268,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"319",35,"admin.","high.school","may","tue",259,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"320",34,"admin.","university.degree","may","tue",26,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"321",39,"admin.","university.degree","may","tue",424,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"322",42,"entrepreneur","basic.6y","may","tue",179,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"323",57,"retired","university.degree","may","tue",383,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"324",40,"technician","basic.4y","may","tue",195,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"325",42,"blue-collar","high.school","may","tue",1297,3,999,0,1.1,93.994,-36.4,4.857,5191,"yes"
"326",40,"technician","basic.4y","may","tue",217,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"327",41,"blue-collar","basic.4y","may","tue",189,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"328",41,"blue-collar","basic.4y","may","tue",260,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"329",35,"admin.","basic.6y","may","tue",179,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"330",23,"admin.","university.degree","may","tue",266,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"331",45,"housemaid","high.school","may","tue",352,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"332",42,"admin.","high.school","may","tue",695,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"333",41,"admin.","high.school","may","tue",76,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"334",46,"management","university.degree","may","tue",310,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"335",30,"blue-collar","basic.4y","may","tue",112,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"336",24,"technician","professional.course","may","tue",140,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"337",34,"admin.","university.degree","may","tue",262,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"338",59,"blue-collar","basic.4y","may","tue",424,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"339",32,"technician","professional.course","may","tue",1906,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"340",33,"technician","professional.course","may","tue",219,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"341",32,"admin.","university.degree","may","tue",135,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"342",46,"management","university.degree","may","tue",407,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"343",57,"technician","professional.course","may","tue",402,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"344",42,"technician","basic.9y","may","tue",209,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"345",48,"admin.","professional.course","may","tue",92,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"346",34,"services","high.school","may","tue",193,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"347",32,"admin.","university.degree","may","tue",65,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"348",48,"blue-collar","basic.9y","may","tue",284,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"349",47,"blue-collar","basic.9y","may","tue",285,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"350",32,"admin.","university.degree","may","tue",278,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"351",32,"admin.","university.degree","may","tue",389,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"352",36,"services","high.school","may","tue",158,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"353",50,"services","high.school","may","tue",87,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"354",46,"blue-collar","basic.6y","may","tue",147,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"355",41,"admin.","high.school","may","tue",635,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"356",43,"blue-collar","basic.4y","may","tue",289,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"357",51,"management","university.degree","may","tue",170,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"358",38,"admin.","university.degree","may","tue",802,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"359",41,"technician","basic.6y","may","tue",381,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"360",52,"blue-collar","basic.4y","may","tue",57,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"361",37,"technician","professional.course","may","tue",304,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"362",41,"admin.","basic.9y","may","tue",241,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"363",46,"admin.","university.degree","may","tue",230,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"364",47,"technician","professional.course","may","tue",79,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"365",35,"technician","professional.course","may","tue",262,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"366",46,"blue-collar","basic.9y","may","tue",145,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"367",30,"technician","professional.course","may","tue",252,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"368",35,"services","basic.4y","may","tue",329,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"369",40,"technician","professional.course","may","tue",191,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"370",34,"technician","university.degree","may","tue",116,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"371",30,"admin.","university.degree","may","tue",246,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"372",38,"services","basic.6y","may","tue",532,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"373",55,"management","basic.4y","may","tue",293,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"374",45,"technician","professional.course","may","tue",37,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"375",36,"admin.","university.degree","may","tue",132,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"376",32,"admin.","university.degree","may","tue",530,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"377",55,"management","university.degree","may","tue",90,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"378",29,"admin.","high.school","may","tue",29,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"379",34,"blue-collar","basic.4y","may","tue",311,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"380",36,"technician","professional.course","may","tue",211,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"381",30,"management","university.degree","may","tue",312,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"382",33,"housemaid","university.degree","may","tue",392,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"383",37,"blue-collar","high.school","may","tue",191,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"384",33,"blue-collar","high.school","may","tue",328,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"385",32,"housemaid","high.school","may","tue",100,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"386",32,"housemaid","high.school","may","tue",226,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"387",39,"blue-collar","basic.9y","may","tue",333,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"388",33,"services","high.school","may","tue",322,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"389",33,"services","basic.4y","may","tue",202,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"390",33,"self-employed","university.degree","may","tue",739,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"391",43,"services","high.school","may","tue",262,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"392",27,"technician","basic.9y","may","tue",245,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"393",47,"admin.","university.degree","may","tue",160,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"394",31,"admin.","university.degree","may","tue",189,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"395",32,"blue-collar","basic.9y","may","tue",477,1,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"396",54,"admin.","high.school","may","tue",65,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"397",44,"admin.","high.school","may","tue",221,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"398",46,"admin.","high.school","may","tue",197,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"399",45,"services","high.school","may","tue",178,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"400",43,"admin.","professional.course","may","tue",221,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"401",56,"management","university.degree","may","tue",75,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"402",47,"entrepreneur","professional.course","may","tue",400,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"403",36,"self-employed","university.degree","may","tue",346,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"404",46,"services","high.school","may","tue",60,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"405",38,"blue-collar","basic.9y","may","tue",276,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"406",27,"admin.","high.school","may","tue",390,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"407",46,"management","university.degree","may","tue",716,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"408",40,"admin.","university.degree","may","tue",189,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"409",33,"management","university.degree","may","tue",125,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"410",54,"retired","high.school","may","tue",234,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"411",49,"housemaid","basic.4y","may","tue",283,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"412",40,"entrepreneur","basic.9y","may","tue",109,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"413",51,"self-employed","basic.9y","may","tue",144,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"414",38,"self-employed","basic.9y","may","tue",95,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"415",52,"self-employed","university.degree","may","tue",31,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"416",26,"unemployed","basic.9y","may","tue",112,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"417",35,"admin.","university.degree","may","tue",161,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"418",51,"admin.","university.degree","may","tue",87,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"419",36,"blue-collar","basic.9y","may","tue",285,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"420",30,"admin.","university.degree","may","tue",178,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"421",43,"services","high.school","may","tue",174,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"422",40,"technician","basic.9y","may","tue",631,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"423",45,"technician","university.degree","may","tue",152,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"424",56,"retired","high.school","may","tue",176,5,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"425",46,"services","basic.6y","may","tue",32,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"426",41,"blue-collar","basic.4y","may","tue",1529,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"427",42,"admin.","university.degree","may","tue",254,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"428",56,"blue-collar","basic.4y","may","tue",214,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"429",43,"entrepreneur","basic.4y","may","tue",147,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"430",34,"blue-collar","basic.4y","may","tue",800,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"431",38,"services","high.school","may","tue",106,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"432",40,"technician","basic.9y","may","tue",135,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"433",38,"admin.","high.school","may","tue",112,4,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"434",48,"entrepreneur","university.degree","may","tue",222,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"435",24,"technician","professional.course","may","tue",421,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"436",31,"admin.","high.school","may","tue",239,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"437",56,"retired","basic.4y","may","tue",55,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"438",49,"admin.","high.school","may","tue",157,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"439",47,"unemployed","university.degree","may","tue",303,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"440",48,"admin.","high.school","may","tue",233,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"441",55,"housemaid","basic.4y","may","tue",211,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"442",44,"technician","professional.course","may","tue",139,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"443",46,"blue-collar","basic.9y","may","tue",329,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"444",36,"services","high.school","may","tue",128,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"445",29,"admin.","university.degree","may","tue",122,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"446",31,"technician","professional.course","may","tue",343,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"447",30,"services","basic.9y","may","tue",126,2,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"448",36,"blue-collar","basic.4y","may","tue",249,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"449",60,"blue-collar","professional.course","may","tue",59,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"450",36,"admin.","university.degree","may","tue",166,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"451",32,"services","high.school","may","tue",190,3,999,0,1.1,93.994,-36.4,4.857,5191,"no"
"452",30,"services","university.degree","may","wed",51,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"453",46,"blue-collar","basic.4y","may","wed",117,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"454",43,"unemployed","basic.4y","may","wed",275,4,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"455",37,"services","high.school","may","wed",124,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"456",38,"technician","professional.course","may","wed",479,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"457",31,"technician","university.degree","may","wed",285,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"458",44,"admin.","university.degree","may","wed",322,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"459",43,"technician","professional.course","may","wed",720,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"460",38,"housemaid","basic.9y","may","wed",92,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"461",41,"blue-collar","basic.4y","may","wed",188,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"462",32,"admin.","high.school","may","wed",395,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"463",43,"technician","basic.6y","may","wed",261,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"464",36,"technician","professional.course","may","wed",446,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"465",35,"blue-collar","basic.6y","may","wed",198,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"466",50,"self-employed","university.degree","may","wed",312,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"467",38,"blue-collar","basic.9y","may","wed",275,6,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"468",50,"technician","professional.course","may","wed",333,4,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"469",31,"management","high.school","may","wed",296,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"470",40,"entrepreneur","basic.9y","may","wed",128,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"471",44,"blue-collar","high.school","may","wed",292,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"472",47,"services","high.school","may","wed",421,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"473",35,"entrepreneur","professional.course","may","wed",268,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"474",42,"admin.","university.degree","may","wed",232,1,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"475",36,"admin.","high.school","may","wed",152,3,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"476",35,"technician","basic.6y","may","wed",104,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
"477",26,"admin.","high.school","may","wed",416,2,999,0,1.1,93.994,-36.4,4.856,5191,"no"
